sourceTypeID,modelYearID,fuelTypeID,engTechID,fuelEngFraction
31,1979,9,30,0.000000000000001
31,1980,1,1,0.987630001
31,1980,2,1,0.012369999
31,1980,5,1,0.000000000000001
31,1980,9,30,0.000000000000001
31,1981,1,1,0.982210006
31,1981,2,1,0.017789994
31,1981,5,1,0.000000000000001
31,1981,9,30,0.000000000000001
31,1982,1,1,0.942711485
31,1982,2,1,0.057288515
31,1982,5,1,0.000000000000001
31,1982,9,30,0.000000000000001
31,1983,1,1,0.971856637
31,1983,2,1,0.028143363
31,1983,5,1,0.000000000000001
31,1983,9,30,0.000000000000001
31,1984,1,1,0.978900566
31,1984,2,1,0.021099434
31,1984,5,1,0.000000000000001
31,1984,9,30,0.000000000000001
31,1985,1,1,0.984402415
31,1985,2,1,0.015597585
31,1985,5,1,0.000000000000001
31,1985,9,30,0.000000000000001
31,1986,1,1,0.985843819
31,1986,2,1,0.014156181
31,1986,5,1,0.000000000000001
31,1986,9,30,0.000000000000001
31,1987,1,1,0.996410733
31,1987,2,1,0.003589267
31,1987,5,1,0.000000000000001
31,1987,9,30,0.000000000000001
31,1988,1,1,0.997397361
31,1988,2,1,0.002602639
31,1988,5,1,0.000000000000001
31,1988,9,30,0.000000000000001
31,1989,1,1,0.992213508
31,1989,2,1,0.007786492
31,1989,5,1,0.000000000000001
31,1989,9,30,0.000000000000001
31,1990,1,1,0.989145498
31,1990,2,1,0.010854502
31,1990,5,1,0.000000000000001
31,1990,9,30,0.000000000000001
31,1991,1,1,0.994154931
31,1991,2,1,0.005845069
31,1991,5,1,0.000000000000001
31,1991,9,30,0.000000000000001
31,1992,1,1,0.984573248
31,1992,2,1,0.015426752
31,1992,5,1,0.000000000000001
31,1992,9,30,0.000000000000001
31,1993,1,1,0.986392337
31,1993,2,1,0.013607663
31,1993,5,1,0.000000000000001
31,1993,9,30,0.000000000000001
31,1994,1,1,0.991401254
31,1994,2,1,0.008598746
31,1994,5,1,0.000000000000001
31,1994,9,30,0.000000000000001
31,1995,1,1,0.994941304
31,1995,2,1,0.005058696
31,1995,5,1,0.000000000000001
31,1995,9,30,0.000000000000001
31,1996,1,1,0.98133015
31,1996,2,1,0.01866985
31,1996,5,1,0.000000000000001
31,1996,9,30,0.000000000000001
31,1997,1,1,0.991562881
31,1997,2,1,0.008437119
31,1997,5,1,0.000000000000001
31,1997,9,30,0.000000000000001
31,1998,1,1,0.970746623
31,1998,2,1,0.007490818
31,1998,5,1,0.02176256
31,1998,9,30,0.000000000000001
31,1999,1,1,0.941615273
31,1999,2,1,0.018712287
31,1999,5,1,0.03967244
31,1999,9,30,0.000000000000001
31,2000,1,1,0.939177753
31,2000,2,1,0.008327041
31,2000,5,1,0.052495206
31,2000,9,30,0.000000000000001
31,2001,1,1,0.936559325
31,2001,2,1,0.01113763
31,2001,5,1,0.052303046
31,2001,9,30,0.000000000000001
31,2002,1,1,0.914944834
31,2002,2,1,0.016587638
31,2002,5,1,0.068467528
31,2002,9,30,0.000000000000001
31,2003,1,1,0.911783881
31,2003,2,1,0.018378673
31,2003,5,1,0.069837446
31,2003,9,30,0.000000000000001
31,2004,1,1,0.929067204
31,2004,2,1,0.018353222
31,2004,5,1,0.052579575
31,2004,9,30,0.000000000000001
31,2005,1,1,0.919686008
31,2005,2,1,0.020742121
31,2005,5,1,0.059571872
31,2005,9,30,0.000000000000001
31,2006,1,1,0.925540381
31,2006,2,1,0.025135681
31,2006,5,1,0.049323938
31,2006,9,30,0.000000000000001
31,2007,1,1,0.855048126
31,2007,2,1,0.019497434
31,2007,5,1,0.125454439
31,2007,9,30,0.000000000000001
31,2008,1,1,0.872994832
31,2008,2,1,0.022912758
31,2008,5,1,0.10409241
31,2008,9,30,0.000000000000001
31,2009,1,1,0.815641467
31,2009,2,1,0.015479957
31,2009,5,1,0.168878576
31,2009,9,30,0.000000000000001
31,2010,1,1,0.794508379
31,2010,2,1,0.012847503
31,2010,5,1,0.192644118
31,2010,9,30,0.000000000000001
31,2011,1,1,0.716429031
31,2011,2,1,0.020019161
31,2011,5,1,0.263551808
31,2011,9,30,0.000000000000001
31,2012,1,1,0.708590927
31,2012,2,1,0.020019161
31,2012,5,1,0.271389912
31,2012,9,30,0.000000000000001
31,2013,1,1,0.773921896
31,2013,2,1,0.020019161
31,2013,5,1,0.206058943
31,2013,9,30,0.000000000000001
31,2014,1,1,0.778927836
31,2014,2,1,0.020019161
31,2014,5,1,0.201053004
31,2014,9,30,0.000000000000001
31,2015,1,1,0.789232628
31,2015,2,1,0.020019161
31,2015,5,1,0.190748212
31,2015,9,30,0.000000000000001
31,2016,1,1,0.791792215
31,2016,2,1,0.020019161
31,2016,5,1,0.188188625
31,2016,9,30,0.000000000000001
31,2017,1,1,0.791461048
31,2017,2,1,0.020019161
31,2017,5,1,0.188519791
31,2017,9,30,0.000000000000001
31,2018,1,1,0.788359623
31,2018,2,1,0.020019161
31,2018,5,1,0.191621216
31,2018,9,30,0.000000000000001
31,2019,1,1,0.783860024
31,2019,2,1,0.020019161
31,2019,5,1,0.196120815
31,2019,9,30,0.000000000000001
31,2020,1,1,0.788322793
31,2020,2,1,0.020019161
31,2020,5,1,0.191658046
31,2020,9,30,0.000000000000001
31,2021,1,1,0.786452696
31,2021,2,1,0.020019161
31,2021,5,1,0.193528143
31,2021,9,30,0.000000000000001
31,2022,1,1,0.780729039
31,2022,2,1,0.020019161
31,2022,5,1,0.1992518
31,2022,9,30,0.000000000000001
31,2023,1,1,0.78618571
31,2023,2,1,0.020019161
31,2023,5,1,0.193795129
31,2023,9,30,0.000000000000001
31,2024,1,1,0.788275027
31,2024,2,1,0.020019161
31,2024,5,1,0.191705812
31,2024,9,30,0.000000000000001
31,2025,1,1,0.787857874
31,2025,2,1,0.020019161
31,2025,5,1,0.192122965
31,2025,9,30,0.000000000000001
31,2026,1,1,0.787333977
31,2026,2,1,0.020019161
31,2026,5,1,0.192646862
31,2026,9,30,0.000000000000001
31,2027,1,1,0.786180457
31,2027,2,1,0.020019161
31,2027,5,1,0.193800382
31,2027,9,30,0.000000000000001
31,2028,1,1,0.784677348
31,2028,2,1,0.020019161
31,2028,5,1,0.195303491
31,2028,9,30,0.000000000000001
31,2029,1,1,0.782718481
31,2029,2,1,0.020019161
31,2029,5,1,0.197262358
31,2029,9,30,0.000000000000001
31,2030,1,1,0.780811395
31,2030,2,1,0.020019161
31,2030,5,1,0.199169444
31,2030,9,30,0.000000000000001
31,2031,1,1,0.780258256
31,2031,2,1,0.020019161
31,2031,5,1,0.199722583
31,2031,9,30,0.000000000000001
31,2032,1,1,0.781387562
31,2032,2,1,0.020019161
31,2032,5,1,0.198593278
31,2032,9,30,0.000000000000001
31,2033,1,1,0.783204379
31,2033,2,1,0.020019161
31,2033,5,1,0.196776461
31,2033,9,30,0.000000000000001
31,2034,1,1,0.784759618
31,2034,2,1,0.020019161
31,2034,5,1,0.195221221
31,2034,9,30,0.000000000000001
31,2035,1,1,0.787118683
31,2035,2,1,0.020019161
31,2035,5,1,0.192862156
31,2035,9,30,0.000000000000001
31,2036,1,1,0.78813566
31,2036,2,1,0.020019161
31,2036,5,1,0.191845179
31,2036,9,30,0.000000000000001
31,2037,1,1,0.789231429
31,2037,2,1,0.020019161
31,2037,5,1,0.19074941
31,2037,9,30,0.000000000000001
31,2038,1,1,0.790072033
31,2038,2,1,0.020019161
31,2038,5,1,0.189908806
31,2038,9,30,0.000000000000001
31,2039,1,1,0.790080453
31,2039,2,1,0.020019161
31,2039,5,1,0.189900386
31,2039,9,30,0.000000000000001
31,2040,1,1,0.790084875
31,2040,2,1,0.020019161
31,2040,5,1,0.189895964
31,2040,9,30,0.000000000000001
31,2041,1,1,0.790084875
31,2041,2,1,0.020019161
31,2041,5,1,0.189895964
31,2041,9,30,0.000000000000001
31,2042,1,1,0.790084875
31,2042,2,1,0.020019161
31,2042,5,1,0.189895964
31,2042,9,30,0.000000000000001
31,2043,1,1,0.790084875
31,2043,2,1,0.020019161
31,2043,5,1,0.189895964
31,2043,9,30,0.000000000000001
31,2044,1,1,0.790084875
31,2044,2,1,0.020019161
31,2044,5,1,0.189895964
31,2044,9,30,0.000000000000001
31,2045,1,1,0.790084875
31,2045,2,1,0.020019161
31,2045,5,1,0.189895964
31,2045,9,30,0.000000000000001
31,2046,1,1,0.790084875
31,2046,2,1,0.020019161
31,2046,5,1,0.189895964
31,2046,9,30,0.000000000000001
31,2047,1,1,0.790084875
31,2047,2,1,0.020019161
31,2047,5,1,0.189895964
31,2047,9,30,0.000000000000001
31,2048,1,1,0.790084875
31,2048,2,1,0.020019161
31,2048,5,1,0.189895964
31,2048,9,30,0.000000000000001
31,2049,1,1,0.790084875
31,2049,2,1,0.020019161
31,2049,5,1,0.189895964
31,2049,9,30,0.000000000000001
31,2050,1,1,0.790084875
31,2050,2,1,0.020019161
31,2050,5,1,0.189895964
31,2050,9,30,0.000000000000001
32,1960,1,1,0.95815003
32,1960,2,1,0.04184997
32,1960,5,1,0.000000000000001
32,1960,9,30,0.000000000000001
32,1961,1,1,0.95815003
32,1961,2,1,0.04184997
32,1961,5,1,0.000000000000001
32,1961,9,30,0.000000000000001
32,1962,1,1,0.95815003
32,1962,2,1,0.04184997
32,1962,5,1,0.000000000000001
32,1962,9,30,0.000000000000001
32,1963,1,1,0.95815003
32,1963,2,1,0.04184997
32,1963,5,1,0.000000000000001
32,1963,9,30,0.000000000000001
32,1964,1,1,0.95815003
32,1964,2,1,0.04184997
32,1964,5,1,0.000000000000001
32,1964,9,30,0.000000000000001
32,1965,1,1,0.95815003
32,1965,2,1,0.04184997
32,1965,5,1,0.000000000000001
32,1965,9,30,0.000000000000001
32,1966,1,1,0.95815003
32,1966,2,1,0.04184997
32,1966,5,1,0.000000000000001
32,1966,9,30,0.000000000000001
32,1967,1,1,0.958149962
32,1967,2,1,0.041850038
32,1967,5,1,0.000000000000001
32,1967,9,30,0.000000000000001
32,1968,1,1,0.958149986
32,1968,2,1,0.041850014
32,1968,5,1,0.000000000000001
32,1968,9,30,0.000000000000001
32,1969,1,1,0.958150013
32,1969,2,1,0.041849987
32,1969,5,1,0.000000000000001
32,1969,9,30,0.000000000000001
32,1970,1,1,0.958150018
32,1970,2,1,0.041849982
32,1970,5,1,0.000000000000001
32,1970,9,30,0.000000000000001
32,1971,1,1,0.958149985
32,1971,2,1,0.041850015
32,1971,5,1,0.000000000000001
32,1971,9,30,0.000000000000001
32,1972,1,1,0.958149997
32,1972,2,1,0.041850003
32,1972,5,1,0.000000000000001
32,1972,9,30,0.000000000000001
32,1973,1,1,0.958150005
32,1973,2,1,0.041849995
32,1973,5,1,0.000000000000001
32,1973,9,30,0.000000000000001
32,1974,1,1,0.958149974
32,1974,2,1,0.041850026
32,1974,5,1,0.000000000000001
32,1974,9,30,0.000000000000001
32,1975,1,1,0.958150001
32,1975,2,1,0.041849999
32,1975,5,1,0.000000000000001
32,1975,9,30,0.000000000000001
32,1976,1,1,0.958150018
32,1976,2,1,0.041849982
32,1976,5,1,0.000000000000001
32,1976,9,30,0.000000000000001
32,1977,1,1,0.958149991
32,1977,2,1,0.041850009
32,1977,5,1,0.000000000000001
32,1977,9,30,0.000000000000001
32,1978,1,1,0.958149996
32,1978,2,1,0.041850004
32,1978,5,1,0.000000000000001
32,1978,9,30,0.000000000000001
32,1979,1,1,0.958150008
32,1979,2,1,0.041849992
32,1979,5,1,0.000000000000001
32,1979,9,30,0.000000000000001
32,1980,1,1,0.89311994
32,1980,2,1,0.10688006
32,1980,5,1,0.000000000000001
32,1980,9,30,0.000000000000001
32,1981,1,1,0.929359999
32,1981,2,1,0.070640001
32,1981,5,1,0.000000000000001
32,1981,9,30,0.000000000000001
32,1982,1,1,0.891559041
32,1982,2,1,0.108440959
32,1982,5,1,0.000000000000001
32,1982,9,30,0.000000000000001
32,1983,1,1,0.933293541
32,1983,2,1,0.066706459
